Term	TermFreq >= 1	PosClassDiff (correct-estimate)	NegClassDiff	PosClassAvDiff	NegClassAvDiff	CorrectClass1pos	CorrectClass2pos	CorrectClass3pos	CorrectClass4pos	CorrectClass5pos	CorrectClass1neg	CorrectClass2neg	CorrectClass3neg	CorrectClass4neg	CorrectClass5neg	
camera	8	-2	3	-0.25	0.375	6	1	1	0	0	6	0	2	0	0	
@rockingreensoap	2	2	0	1.0	0.0	0	0	2	0	0	2	0	0	0	0	
flip	4	3	-3	0.75	-0.75	1	1	2	0	0	4	0	0	0	0	
follow	78	-10	-1	-0.12820514	-0.012820513	34	24	16	4	0	69	7	2	0	0	
win	41	-10	-2	-0.24390244	-0.048780486	16	17	8	0	0	35	5	1	0	0	
free	64	-7	-6	-0.109375	-0.09375	33	22	9	0	0	56	5	3	0	0	
tinyurl	70	-11	-4	-0.15714286	-0.057142857	56	9	5	0	0	63	6	1	0	0	
yffv2pg	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
clothdiapers	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
@shiedhao	1	-1	0	-1.0	0.0	1	0	0	0	0	0	0	1	0	0	
well	65	-7	7	-0.10769231	0.10769231	32	21	12	0	0	37	22	6	0	0	
damn	18	-3	-4	-0.16666667	-0.22222222	8	8	1	1	0	7	3	8	0	0	
renee	3	-2	0	-0.6666667	0.0	1	2	0	0	0	2	0	1	0	0	
aint	13	-5	13	-0.3846154	1.0	8	5	0	0	0	1	5	5	2	0	
playin	4	0	-2	0.0	-0.5	1	2	0	1	0	3	0	1	0	0	
neither	1	-1	0	-1.0	0.0	1	0	0	0	0	0	0	1	0	0	
jack	7	0	-1	0.0	-0.14285715	4	1	1	0	1	4	2	1	0	0	
@likasparody	1	-1	0	-1.0	0.0	1	0	0	0	0	0	0	1	0	0	
@heydusti	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
geez	3	-1	3	-0.33333334	1.0	1	1	1	0	0	1	1	1	0	0	
have	293	-66	42	-0.22525597	0.14334472	139	90	59	5	0	147	97	45	4	0	
lot	29	-6	3	-0.20689656	0.10344828	11	8	10	0	0	11	14	3	1	0	
more	141	-24	9	-0.17021276	0.06382979	68	52	18	2	1	90	36	15	0	0	
songs	12	-3	0	-0.25	0.0	5	5	2	0	0	7	4	1	0	0	
@natuhtack	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
apple	13	-3	1	-0.23076923	0.07692308	10	1	2	0	0	9	3	1	0	0	
chicken	16	1	0	0.0625	0.0	4	10	2	0	0	9	5	0	2	0	
sausage	3	1	-1	0.33333334	-0.33333334	2	0	1	0	0	3	0	0	0	0	
delivered	2	-1	1	-0.5	0.5	2	0	0	0	0	1	0	1	0	0	
@wendywave1	1	-1	0	-1.0	0.0	1	0	0	0	0	0	1	0	0	0	
hahahah	4	-1	1	-0.25	0.25	1	2	1	0	0	2	2	0	0	0	
worded	1	-1	0	-1.0	0.0	1	0	0	0	0	0	1	0	0	0	
weird	8	-1	-5	-0.125	-0.625	8	0	0	0	0	1	4	3	0	0	
i'm	249	-53	12	-0.2128514	0.04819277	116	88	38	4	3	109	90	46	3	1	
reading	8	-3	-1	-0.375	-0.125	6	2	0	0	0	2	5	1	0	0	
while	24	-6	0	-0.25	0.0	15	8	1	0	0	10	11	3	0	0	
candle	1	-1	0	-1.0	0.0	1	0	0	0	0	0	1	0	0	0	
burning	4	-6	-2	-1.5	-0.5	3	1	0	0	0	3	1	0	0	0	
room	19	-2	2	-0.10526316	0.10526316	13	5	1	0	0	8	7	4	0	0	
@kantgitrite	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
should	61	-19	2	-0.3114754	0.032786883	31	26	4	0	0	28	26	6	1	0	
ur	39	-9	0	-0.23076923	0.0	14	15	8	2	0	24	14	1	0	0	
at	318	-67	-8	-0.21069182	-0.025157232	184	93	38	3	0	218	77	19	4	0	
tickle	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
dick	8	-4	2	-0.5	0.25	4	3	1	0	0	3	5	0	0	0	
comments	4	-2	0	-0.5	0.0	4	0	0	0	0	4	0	0	0	0	
@importantdate	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
can	170	-51	4	-0.3	0.023529412	94	58	17	1	0	102	54	12	2	0	
preview	6	-8	1	-1.3333334	0.16666667	5	1	0	0	0	5	1	0	0	0	
exclusive	4	0	1	0.0	0.25	3	1	0	0	0	3	1	0	0	0	
tim	7	-2	-3	-0.2857143	-0.42857143	5	2	0	0	0	6	1	0	0	0	
burton's	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
alice	5	-6	1	-1.2	0.2	1	2	2	0	0	4	1	0	0	0	
boutique	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
opening	3	0	0	0.0	0.0	1	2	0	0	0	1	2	0	0	0	
curious	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
collection	3	1	1	0.33333334	0.33333334	1	1	0	1	0	2	1	0	0	0	
ow	50	-16	-3	-0.32	-0.06	36	12	1	1	0	42	7	1	0	0	
15ust	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
@ijuslisen	1	-1	1	-1.0	1.0	0	1	0	0	0	0	1	0	0	0	
pretty	23	-31	0	-1.3478261	0.0	4	11	7	1	0	15	6	2	0	0	
much	73	-12	8	-0.16438356	0.10958904	28	18	19	7	1	31	25	17	0	0	
g	13	-2	0	-0.15384616	0.0	6	7	0	0	0	11	1	1	0	0	
banger	1	-1	1	-1.0	1.0	0	1	0	0	0	0	1	0	0	0	
bloggers	1	-1	1	-1.0	1.0	0	1	0	0	0	0	1	0	0	0	
lets	8	1	3	0.125	0.375	1	5	1	0	1	3	5	0	0	0	
do	209	-64	22	-0.30622008	0.10526316	103	72	31	2	1	114	66	21	7	1	
photo	25	-2	-2	-0.08	-0.08	15	6	3	1	0	20	4	1	0	0	
chace	1	1	1	1.0	1.0	0	1	0	0	0	0	1	0	0	0	
crawford	1	1	1	1.0	1.0	0	1	0	0	0	0	1	0	0	0	
man	63	-14	6	-0.22222222	0.0952381	40	16	5	1	1	30	24	5	4	0	
look	39	-14	1	-0.35897437	0.025641026	17	13	9	0	0	22	15	1	0	1	
pictures	8	1	4	0.125	0.5	4	2	2	0	0	4	4	0	0	0	
him	56	-7	-4	-0.125	-0.071428575	20	21	13	2	0	22	28	6	0	0	
homework	11	-2	7	-0.18181819	0.6363636	9	2	0	0	0	1	7	3	0	0	
back	93	-4	3	-0.043010753	0.032258064	39	38	16	0	0	52	26	14	1	0	
tumblr	30	3	-5	0.1	-0.16666667	17	8	4	1	0	23	6	1	0	0	
xbf6aoc1l	1	1	1	1.0	1.0	0	1	0	0	0	0	1	0	0	0	
commission	2	-2	0	-1.0	0.0	2	0	0	0	0	2	0	0	0	0	
ritual	2	-2	0	-1.0	0.0	2	0	0	0	0	2	0	0	0	0	
p	35	-10	5	-0.2857143	0.14285715	17	14	3	1	0	21	12	1	1	0	
s	52	-1	0	-0.01923077	0.0	39	10	3	0	0	47	2	2	1	0	
want	100	-21	4	-0.21	0.04	46	36	18	0	0	53	32	14	1	0	
this	309	-67	-23	-0.21682848	-0.074433655	164	90	46	8	1	172	91	39	7	0	
perfectly	3	-2	1	-0.6666667	0.33333334	1	2	0	0	0	2	1	0	0	0	
clear	5	1	0	0.2	0.0	2	2	1	0	0	4	0	1	0	0	
sites	5	-1	0	-0.2	0.0	5	0	0	0	0	5	0	0	0	0	
multiple	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
fi	5	-2	1	-0.4	0.2	4	1	0	0	0	3	2	0	0	0	
7dqvqj	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
insurance	16	-4	0	-0.25	0.0	16	0	0	0	0	15	1	0	0	0	
hospitals	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
wonder	11	-5	5	-0.45454547	0.45454547	5	6	0	0	0	6	4	1	0	0	
there	82	-2	4	-0.024390243	0.048780486	37	31	12	2	0	45	27	9	1	0	
connection	3	-1	2	-0.33333334	0.6666667	2	1	0	0	0	1	2	0	0	0	
between	10	-2	-4	-0.2	-0.4	8	1	1	0	0	7	3	0	0	0	
hospital	6	-1	4	-0.16666667	0.6666667	5	0	1	0	0	2	3	1	0	0	
system	14	-5	-2	-0.35714287	-0.14285715	11	3	0	0	0	10	3	1	0	0	
overload	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
format	2	0	1	0.0	0.5	2	0	0	0	0	1	1	0	0	0	
d9qic5	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
chilling	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
textin	2	0	2	0.0	1.0	2	0	0	0	0	0	1	1	0	0	
info	17	-4	-1	-0.23529412	-0.05882353	11	2	4	0	0	15	2	0	0	0	
foreal	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
los	5	-1	0	-0.2	0.0	5	0	0	0	0	4	1	0	0	0	
ward	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
yung	5	0	-1	0.0	-0.2	4	0	1	0	0	4	1	0	0	0	
squad	3	0	1	0.0	0.33333334	2	1	0	0	0	1	2	0	0	0	
bitch	11	-3	-1	-0.27272728	-0.09090909	5	4	2	0	0	1	7	3	0	0	
background	10	-2	3	-0.2	0.3	4	5	1	0	0	8	1	1	0	0	
reviews	4	-1	0	-0.25	0.0	3	0	0	1	0	4	0	0	0	0	
geeks	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
personal	8	-3	0	-0.375	0.0	6	0	1	1	0	8	0	0	0	0	
bdbijw	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
busy	8	-2	1	-0.25	0.125	6	1	1	0	0	4	3	1	0	0	
schedule	5	-1	0	-0.2	0.0	5	0	0	0	0	4	1	0	0	0	
might	26	-4	4	-0.15384616	0.15384616	17	8	1	0	0	12	13	0	1	0	
not	205	-65	46	-0.31707317	0.22439024	111	74	17	3	0	59	104	38	4	0	
scorpio	2	0	1	0.0	0.5	2	0	0	0	0	1	1	0	0	0	
twittascope	28	-6	4	-0.21428572	0.14285715	18	10	0	0	0	20	8	0	0	0	
sign	21	-4	0	-0.1904762	0.0	12	9	0	0	0	17	4	0	0	0	
=	123	-27	-11	-0.2195122	-0.08943089	90	23	9	1	0	103	12	6	2	0	
8	24	-3	-7	-0.125	-0.29166666	16	6	2	0	0	17	7	0	0	0	
@midieastboz	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@frayz	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
check	54	-11	-12	-0.2037037	-0.22222222	28	16	9	1	0	49	5	0	0	0	
out	216	-48	-1	-0.22222222	-0.0046296297	99	84	31	2	0	133	59	23	0	1	
midieastmovement	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
that's	54	-25	5	-0.46296296	0.09259259	30	17	6	1	0	30	17	7	0	0	
brandname	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
myloc	49	-19	-7	-0.3877551	-0.14285715	34	8	7	0	0	41	5	2	1	0	
3dy7o	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
via	66	-10	-11	-0.15151516	-0.16666667	46	17	3	0	0	54	8	4	0	0	
fuckyeahkristinchenoweth	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
omgomgomgomg	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
19th	3	2	-2	0.6666667	-0.6666667	1	1	1	0	0	2	0	1	0	0	
x7269s2mn	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
winter	9	-4	0	-0.44444445	0.0	7	2	0	0	0	5	4	0	0	0	
olympics	11	-3	1	-0.27272728	0.09090909	8	1	2	0	0	10	1	0	0	0	
an	91	-17	-3	-0.18681319	-0.032967035	59	21	10	1	0	56	26	9	0	0	
add	9	-3	2	-0.33333334	0.22222222	4	3	1	1	0	7	2	0	0	0	
modern	5	-1	-3	-0.2	-0.6	3	2	0	0	0	3	2	0	0	0	
games	12	-2	-6	-0.16666667	-0.5	11	1	0	0	0	8	3	1	0	0	
9bp1lc	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
heres	3	0	2	0.0	0.6666667	3	0	0	0	0	1	2	0	0	0	
idea	17	-10	-8	-0.5882353	-0.47058824	11	3	2	1	0	8	7	2	0	0	
about	140	-34	2	-0.24285714	0.014285714	63	54	17	5	1	80	45	12	3	0	
spoon	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
read	30	-5	1	-0.16666667	0.033333335	19	8	3	0	0	19	9	2	0	0	
ass	23	0	-1	0.0	-0.04347826	11	7	4	1	0	6	12	4	1	0	
equipped	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
gamma	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
mittens	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
epicpetwars	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
@friendstvfan	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
retweetthisif	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
friendsthemovie	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
@lisa_kudrow	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
@alexabimanyu	1	1	0	1.0	0.0	0	1	0	0	0	0	1	0	0	0	
nope	5	1	0	0.2	0.0	2	2	1	0	0	2	3	0	0	0	
xl	1	1	0	1.0	0.0	0	1	0	0	0	0	1	0	0	0	
cheaper	1	1	0	1.0	0.0	0	1	0	0	0	0	1	0	0	0	
rate	3	1	-2	0.33333334	-0.6666667	2	1	0	0	0	2	1	0	0	0	
prepaid	1	1	0	1.0	0.0	0	1	0	0	0	0	1	0	0	0	
postpaid	1	1	0	1.0	0.0	0	1	0	0	0	0	1	0	0	0	
roaming	1	1	0	1.0	0.0	0	1	0	0	0	0	1	0	0	0	
bird	3	-3	-2	-1.0	-0.6666667	1	1	1	0	0	3	0	0	0	0	
plane	3	-2	-2	-0.6666667	-0.6666667	2	1	0	0	0	3	0	0	0	0	
chris	5	-1	0	-0.2	0.0	3	1	1	0	0	5	0	0	0	0	
nolan	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
he'll	3	-4	0	-1.3333334	0.0	2	1	0	0	0	1	2	0	0	0	
mentor	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
superman	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
0	24	-7	-3	-0.29166666	-0.125	18	4	1	1	0	21	3	0	0	0	
prep	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
3rd	3	-1	1	-0.33333334	0.33333334	2	0	1	0	0	2	1	0	0	0	
dnsfmu	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
andy	4	-2	1	-0.5	0.25	4	0	0	0	0	1	2	1	0	0	
rambling	1	0	2	0.0	2.0	1	0	0	0	0	0	0	1	0	0	
c	26	-2	6	-0.07692308	0.23076923	13	12	1	0	0	13	9	3	1	0	
&	201	-48	0	-0.23880596	0.0	105	64	26	6	0	148	35	16	2	0	
morning	42	-23	2	-0.54761904	0.04761905	15	13	14	0	0	28	7	7	0	0	
shutup	1	0	2	0.0	2.0	1	0	0	0	0	0	0	1	0	0	
@tigerlilybubu	1	-1	2	-1.0	2.0	1	0	0	0	0	0	0	1	0	0	
once	15	-4	6	-0.26666668	0.4	8	5	2	0	0	6	6	3	0	0	
forgot	10	2	8	0.2	0.8	2	7	1	0	0	0	5	5	0	0	
completely	6	1	4	0.16666667	0.6666667	3	0	3	0	0	2	2	2	0	0	
left	22	-9	7	-0.4090909	0.3181818	14	8	0	0	0	9	9	4	0	0	
without	16	-2	5	-0.125	0.3125	12	2	2	0	0	5	6	5	0	0	
grow	6	-2	0	-0.33333334	0.0	3	2	1	0	0	4	1	0	1	0	
tweet	37	-10	10	-0.27027026	0.27027026	21	8	7	1	0	21	11	4	1	0	
automator	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
dwxfhu	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@lsal92	1	-1	1	-1.0	1.0	1	0	0	0	0	0	1	0	0	0	
yet	23	-1	5	-0.04347826	0.2173913	10	11	2	0	0	10	11	2	0	0	
they	126	-28	-7	-0.22222222	-0.055555556	69	48	9	0	0	62	44	17	3	0	
minority	3	-1	3	-0.33333334	1.0	2	1	0	0	0	0	3	0	0	0	
despite	2	-1	1	-0.5	0.5	2	0	0	0	0	0	2	0	0	0	
law	6	-4	1	-0.6666667	0.16666667	5	1	0	0	0	5	1	0	0	0	
being	36	-15	-5	-0.41666666	-0.1388889	19	10	6	1	0	16	12	7	1	0	
changed	7	0	1	0.0	0.14285715	3	2	2	0	0	4	3	0	0	0	
skew	1	-1	1	-1.0	1.0	1	0	0	0	0	0	1	0	0	0	
aoun's	1	-1	1	-1.0	1.0	1	0	0	0	0	0	1	0	0	0	
favor	1	-1	1	-1.0	1.0	1	0	0	0	0	0	1	0	0	0	
remain	2	-1	1	-0.5	0.5	2	0	0	0	0	1	1	0	0	0	
count	3	-1	1	-0.33333334	0.33333334	2	1	0	0	0	2	1	0	0	0	
sheeps	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
:)	138	-23	-7	-0.16666667	-0.050724637	12	61	58	6	1	101	28	9	0	0	
@raissaarif	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
actually	18	2	4	0.11111111	0.22222222	6	12	0	0	0	10	6	2	0	0	
hm	22	-6	7	-0.27272728	0.3181818	12	9	1	0	0	9	10	1	2	0	
i'll	48	-2	-2	-0.041666668	-0.041666668	10	28	10	0	0	26	20	2	0	0	
try	46	-24	-5	-0.5217391	-0.10869565	23	17	4	2	0	34	8	4	0	0	
newest	2	-1	1	-0.5	0.5	0	2	0	0	0	1	1	0	0	0	
member	5	-4	1	-0.8	0.2	2	2	1	0	0	4	1	0	0	0	
__	6	-2	-1	-0.33333334	-0.16666667	1	5	0	0	0	3	1	2	0	0	
yehbuddy	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
@seananners	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
hey	32	-12	-3	-0.375	-0.09375	7	15	8	2	0	26	5	1	0	0	
adam	6	0	-2	0.0	-0.33333334	3	3	0	0	0	5	1	0	0	0	
jpizle1122	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
microwave	2	1	0	0.5	0.0	0	1	1	0	0	2	0	0	0	0	
dude	24	-8	4	-0.33333334	0.16666667	12	7	5	0	0	11	9	4	0	0	
utube	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
seems	10	-2	1	-0.2	0.1	5	4	1	0	0	4	4	2	0	0	
live	47	-7	2	-0.14893617	0.04255319	28	12	5	2	0	35	7	4	1	0	
stream	3	-1	-1	-0.33333334	-0.33333334	0	2	1	0	0	3	0	0	0	0	
mw2	2	0	0	0.0	0.0	0	2	0	0	0	2	0	0	0	0	
ask	23	-2	2	-0.08695652	0.08695652	16	4	3	0	0	16	6	0	1	0	
his	74	-17	-5	-0.22972973	-0.067567565	41	20	11	2	0	40	29	4	1	0	
help	38	4	0	0.10526316	0.0	15	13	7	3	0	28	7	2	1	0	
little	36	-18	-5	-0.5	-0.1388889	13	18	4	0	1	11	15	8	2	0	
caesars	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
large	2	0	-2	0.0	-1.0	1	1	0	0	0	2	0	0	0	0	
cheese	4	3	1	0.75	0.25	1	3	0	0	0	3	1	0	0	0	
peperoni	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
limit	2	1	0	0.5	0.0	1	1	0	0	0	1	0	1	0	0	
10	34	-6	-1	-0.1764706	-0.029411765	24	7	3	0	0	27	6	1	0	0	
$3	4	1	1	0.25	0.25	2	2	0	0	0	2	2	0	0	0	
99	7	-1	-1	-0.14285715	-0.14285715	4	3	0	0	0	6	1	0	0	0	
goodness	2	-3	2	-1.5	1.0	1	1	0	0	0	0	2	0	0	0	
emo	1	-2	1	-2.0	1.0	1	0	0	0	0	0	1	0	0	0	
@din_jee	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
wait	37	-5	5	-0.13513513	0.13513513	12	12	12	1	0	18	15	4	0	0	
im	95	-15	-1	-0.15789473	-0.010526316	44	30	19	2	0	45	38	11	1	0	
confused	4	-1	-1	-0.25	-0.25	2	2	0	0	0	0	4	0	0	0	
@arranwhisky	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
arran	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
malt	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
competition	5	1	0	0.2	0.0	1	3	1	0	0	5	0	0	0	0	
arranwhisky	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
default	2	1	-1	0.5	-0.5	1	1	0	0	0	2	0	0	0	0	
aspx	5	1	-2	0.2	-0.4	4	1	0	0	0	5	0	0	0	0	
bottle	8	-2	0	-0.25	0.0	3	4	1	0	0	5	1	2	0	0	
chocolates	3	1	1	0.33333334	0.33333334	0	3	0	0	0	2	1	0	0	0	
em	21	-9	4	-0.42857143	0.1904762	8	10	3	0	0	12	6	2	1	0	
lip	5	0	-1	0.0	-0.2	2	2	1	0	0	4	0	1	0	0	
starting	11	-4	-3	-0.36363637	-0.27272728	6	3	2	0	0	6	4	1	0	0	
hurt	9	-4	-7	-0.44444445	-0.7777778	5	4	0	0	0	0	8	1	0	0	
:/	8	1	-7	0.125	-0.875	5	3	0	0	0	1	3	4	0	0	
finally	16	-1	-1	-0.0625	-0.0625	5	8	3	0	0	8	7	1	0	0	
off	91	-20	-10	-0.21978022	-0.10989011	43	31	14	3	0	51	26	13	1	0	
work	75	-15	13	-0.2	0.17333333	35	26	12	1	1	34	27	13	1	0	
gonna	52	-17	-2	-0.32692307	-0.03846154	17	24	7	2	2	27	18	6	1	0	
whatever	5	-1	0	-0.2	0.0	3	1	1	0	0	3	1	1	0	0	
other	41	-9	3	-0.2195122	0.07317073	21	14	6	0	0	29	9	3	0	0	
job	13	-10	-1	-0.7692308	-0.07692308	7	4	2	0	0	5	6	2	0	0	
hate	28	-10	-45	-0.35714287	-1.6071428	18	7	3	0	0	0	9	19	0	0	
miss	37	-35	4	-0.9459459	0.10810811	23	10	4	0	0	3	21	13	0	0	
ted	5	-2	-2	-0.4	-0.4	5	0	0	0	0	4	0	1	0	0	
travel	11	-2	-2	-0.18181819	-0.18181819	8	1	2	0	0	10	0	1	0	0	
rocky	2	-2	-1	-1.0	-0.5	1	1	0	0	0	0	1	1	0	0	
start	37	-7	7	-0.1891892	0.1891892	18	14	2	3	0	22	11	4	0	0	
thanks	64	-15	9	-0.234375	0.140625	10	19	33	2	0	47	11	5	1	0	
wayward	1	-1	-1	-1.0	-1.0	1	0	0	0	0	0	0	1	0	0	
wallet	2	-1	1	-0.5	0.5	2	0	0	0	0	0	0	2	0	0	
made	46	-12	2	-0.26086956	0.04347826	18	20	8	0	0	28	10	8	0	0	
flight	5	-2	-3	-0.4	-0.6	5	0	0	0	0	2	1	2	0	0	
horridly	1	-1	-1	-1.0	-1.0	1	0	0	0	0	0	0	1	0	0	
tense	1	-1	-1	-1.0	-1.0	1	0	0	0	0	0	0	1	0	0	
50	16	2	-6	0.125	-0.375	9	5	1	1	0	12	3	1	0	0	
+	28	-12	2	-0.42857143	0.071428575	16	7	5	0	0	19	9	0	0	0	
awesome	34	-24	-10	-0.7058824	-0.29411766	2	13	13	6	0	25	7	2	0	0	
tips	7	-1	1	-0.14285715	0.14285715	6	0	1	0	0	5	2	0	0	0	
become	10	-5	-2	-0.5	-0.2	5	3	2	0	0	6	4	0	0	0	
pro	12	-3	2	-0.25	0.16666667	9	2	1	0	0	10	2	0	0	0	
14ljw	1	2	0	2.0	0.0	0	0	1	0	0	1	0	0	0	0	
@virtuosoblogger	1	2	0	2.0	0.0	0	0	1	0	0	1	0	0	0	0	
@jbieberboy	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
thinking	13	-2	2	-0.15384616	0.15384616	5	5	3	0	0	6	6	1	0	0	
cake	4	-1	0	-0.25	0.0	2	1	1	0	0	3	0	1	0	0	
party	25	1	2	0.04	0.08	11	9	4	1	0	16	8	1	0	0	
house	38	-4	8	-0.10526316	0.21052632	23	9	5	1	0	19	9	6	4	0	
o	50	-29	4	-0.58	0.08	33	13	4	0	0	39	7	3	1	0	
watch	79	-13	4	-0.16455697	0.050632913	38	23	17	0	1	53	22	4	0	0	
v	31	-13	2	-0.41935483	0.06451613	23	4	4	0	0	22	6	2	1	0	
0tpgvmh6uow	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
player_embedded	2	0	0	0.0	0.0	1	0	1	0	0	2	0	0	0	0	
middle	2	0	1	0.0	0.5	1	0	1	0	0	1	1	0	0	0	
london	13	-2	0	-0.15384616	0.0	10	1	2	0	0	11	2	0	0	0	
cool	15	0	4	0.0	0.26666668	4	2	7	1	1	10	5	0	0	0	
cares	3	-1	1	-0.33333334	0.33333334	2	0	1	0	0	2	1	0	0	0	
internet	13	-5	-2	-0.3846154	-0.15384616	11	2	0	0	0	10	2	1	0	0	
marketing	21	-10	2	-0.47619048	0.0952381	17	4	0	0	0	19	2	0	0	0	
resources	3	-1	-1	-0.33333334	-0.33333334	3	0	0	0	0	2	0	1	0	0	
kitti	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
joined	6	-3	0	-0.5	0.0	5	0	1	0	0	6	0	0	0	0	
marketer	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
ihid	4	-3	0	-0.75	0.0	2	2	0	0	0	4	0	0	0	0	
us	72	-20	0	-0.2777778	0.0	41	24	7	0	0	53	13	6	0	0	
noj	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
mountains	2	-1	0	-0.5	0.0	0	0	2	0	0	2	0	0	0	0	
trees	3	-2	0	-0.6666667	0.0	1	1	1	0	0	3	0	0	0	0	
beautiful	19	-12	3	-0.6315789	0.15789473	2	4	11	2	0	12	7	0	0	0	
cotton	3	0	1	0.0	0.33333334	0	0	3	0	0	2	1	0	0	0	
ish	3	-1	-1	-0.33333334	-0.33333334	1	0	1	1	0	2	1	0	0	0	
blue	11	-1	-5	-0.09090909	-0.45454547	4	3	2	2	0	8	2	1	0	0	
sky	4	1	0	0.25	0.0	2	0	2	0	0	2	2	0	0	0	
fly	7	-3	-4	-0.42857143	-0.5714286	3	3	1	0	0	4	3	0	0	0	
@justinbieber	18	-2	1	-0.11111111	0.055555556	2	5	9	2	0	16	1	1	0	0	
great	60	-49	-11	-0.81666666	-0.18333334	9	23	20	8	0	53	4	3	0	0	
btw	6	-3	0	-0.5	0.0	3	2	0	1	0	4	1	0	1	0	
shampoo	3	0	0	0.0	0.0	1	1	0	1	0	3	0	0	0	0	
hair	23	-3	4	-0.13043478	0.17391305	13	7	1	2	0	13	7	3	0	0	
d	28	-5	-5	-0.17857143	-0.17857143	16	5	6	1	0	20	8	0	0	0	
lmao	37	-36	-4	-0.972973	-0.10810811	5	25	5	2	0	14	17	5	1	0	
@klm	2	0	2	0.0	1.0	0	2	0	0	0	0	2	0	0	0	
